session,new_class_id,class_name,shot_index,image_path
1,62,flower_063,0,flowers-102/jpg/image_05892.jpg
1,63,flower_064,0,flowers-102/jpg/image_06139.jpg
1,64,flower_065,0,flowers-102/jpg/image_03243.jpg
1,65,flower_066,0,flowers-102/jpg/image_05578.jpg
1,66,flower_067,0,flowers-102/jpg/image_07080.jpg
2,67,flower_068,0,flowers-102/jpg/image_05917.jpg
2,68,flower_069,0,flowers-102/jpg/image_05971.jpg
2,69,flower_070,0,flowers-102/jpg/image_05320.jpg
2,70,flower_071,0,flowers-102/jpg/image_04543.jpg
2,71,flower_072,0,flowers-102/jpg/image_03569.jpg
3,72,flower_073,0,flowers-102/jpg/image_00433.jpg
3,73,flower_074,0,flowers-102/jpg/image_01208.jpg
3,74,flower_075,0,flowers-102/jpg/image_02126.jpg
3,75,flower_076,0,flowers-102/jpg/image_02505.jpg
3,76,flower_077,0,flowers-102/jpg/image_00218.jpg
4,77,flower_078,0,flowers-102/jpg/image_01837.jpg
4,78,flower_079,0,flowers-102/jpg/image_06707.jpg
4,79,flower_080,0,flowers-102/jpg/image_01966.jpg
4,80,flower_081,0,flowers-102/jpg/image_00788.jpg
4,81,flower_082,0,flowers-102/jpg/image_01690.jpg
5,82,flower_083,0,flowers-102/jpg/image_01730.jpg
5,83,flower_084,0,flowers-102/jpg/image_02602.jpg
5,84,flower_085,0,flowers-102/jpg/image_04809.jpg
5,85,flower_086,0,flowers-102/jpg/image_02898.jpg
5,86,flower_087,0,flowers-102/jpg/image_05496.jpg
6,87,flower_088,0,flowers-102/jpg/image_00475.jpg
6,88,flower_089,0,flowers-102/jpg/image_00651.jpg
6,89,flower_090,0,flowers-102/jpg/image_04431.jpg
6,90,flower_091,0,flowers-102/jpg/image_04841.jpg
6,91,flower_092,0,flowers-102/jpg/image_03035.jpg
7,92,flower_093,0,flowers-102/jpg/image_07302.jpg
7,93,flower_094,0,flowers-102/jpg/image_07397.jpg
7,94,flower_095,0,flowers-102/jpg/image_07490.jpg
7,95,flower_096,0,flowers-102/jpg/image_07633.jpg
7,96,flower_097,0,flowers-102/jpg/image_07729.jpg
8,97,flower_098,0,flowers-102/jpg/image_07784.jpg
8,98,flower_099,0,flowers-102/jpg/image_07892.jpg
8,99,flower_100,0,flowers-102/jpg/image_07921.jpg
8,100,flower_101,0,flowers-102/jpg/image_07968.jpg
8,101,flower_102,0,flowers-102/jpg/image_08023.jpg
