session,new_class_id,original_class_id,shot_id,image_id,path,side
1,91,100,0,4165,images/class_091/img_000013_bottom_orig100.jpg,bottom
1,92,101,0,4196,images/class_092/img_000003_bottom_orig101.jpg,bottom
1,93,102,0,4235,images/class_093/img_000001_bottom_orig102.jpg,bottom
1,94,104,0,4286,images/class_094/img_000008_bottom_orig104.jpg,bottom
1,95,106,0,4339,images/class_095/img_000013_bottom_orig106.jpg,bottom
1,96,107,0,4379,images/class_096/img_000013_bottom_orig107.jpg,bottom
1,97,109,0,4413,images/class_097/img_000005_bottom_orig109.jpg,bottom
1,98,110,0,4451,images/class_098/img_000001_bottom_orig110.jpg,bottom
1,99,111,0,4496,images/class_099/img_000001_bottom_orig111.jpg,bottom
1,100,112,0,4559,images/class_100/img_000017_bottom_orig112.jpg,bottom
2,101,113,0,4591,images/class_101/img_000005_bottom_orig113.jpg,bottom
2,102,114,0,4635,images/class_102/img_000009_bottom_orig114.jpg,bottom
2,103,115,0,4681,images/class_103/img_000014_bottom_orig115.jpg,bottom
2,104,116,0,4711,images/class_104/img_000004_bottom_orig116.jpg,bottom
2,105,119,0,4748,images/class_105/img_000000_bottom_orig119.jpg,bottom
2,106,120,0,4800,images/class_106/img_000008_bottom_orig120.jpg,bottom
2,107,121,0,4841,images/class_107/img_000004_bottom_orig121.jpg,bottom
2,108,122,0,4890,images/class_108/img_000010_bottom_orig122.jpg,bottom
2,109,123,0,4926,images/class_109/img_000001_bottom_orig123.jpg,bottom
2,110,125,0,4974,images/class_110/img_000007_bottom_orig125.jpg,bottom
3,111,126,0,5024,images/class_111/img_000015_bottom_orig126.jpg,bottom
3,112,127,0,5059,images/class_112/img_000005_bottom_orig127.jpg,bottom
3,113,129,0,5108,images/class_113/img_000011_bottom_orig129.jpg,bottom
3,114,130,0,5157,images/class_114/img_000012_bottom_orig130.jpg,bottom
3,115,131,0,5189,images/class_115/img_000002_bottom_orig131.jpg,bottom
3,116,132,0,5239,images/class_116/img_000005_bottom_orig132.jpg,bottom
3,117,133,0,5290,images/class_117/img_000007_bottom_orig133.jpg,bottom
3,118,134,0,5344,images/class_118/img_000018_bottom_orig134.jpg,bottom
3,119,135,0,5384,images/class_119/img_000005_bottom_orig135.jpg,bottom
3,120,136,0,5446,images/class_120/img_000021_bottom_orig136.jpg,bottom
4,121,137,0,5482,images/class_121/img_000009_bottom_orig137.jpg,bottom
4,122,138,0,5530,images/class_122/img_000011_bottom_orig138.jpg,bottom
4,123,139,0,5572,images/class_123/img_000005_bottom_orig139.jpg,bottom
4,124,140,0,5621,images/class_124/img_000007_bottom_orig140.jpg,bottom
4,125,141,0,5683,images/class_125/img_000015_bottom_orig141.jpg,bottom
4,126,142,0,5721,images/class_126/img_000002_bottom_orig142.jpg,bottom
4,127,143,0,5766,images/class_127/img_000003_bottom_orig143.jpg,bottom
4,128,144,0,5811,images/class_128/img_000002_bottom_orig144.jpg,bottom
4,129,145,0,5860,images/class_129/img_000003_bottom_orig145.jpg,bottom
4,130,146,0,5912,images/class_130/img_000010_bottom_orig146.jpg,bottom
5,131,147,0,5957,images/class_131/img_000010_bottom_orig147.jpg,bottom
5,132,148,0,5997,images/class_132/img_000001_bottom_orig148.jpg,bottom
5,133,149,0,6056,images/class_133/img_000005_bottom_orig149.jpg,bottom
5,134,153,0,6103,images/class_134/img_000002_bottom_orig153.jpg,bottom
5,135,154,0,6151,images/class_135/img_000008_bottom_orig154.jpg,bottom
5,136,155,0,6198,images/class_136/img_000000_bottom_orig155.jpg,bottom
5,137,157,0,6255,images/class_137/img_000003_bottom_orig157.jpg,bottom
5,138,158,0,6304,images/class_138/img_000006_bottom_orig158.jpg,bottom
5,139,161,0,6354,images/class_139/img_000011_bottom_orig161.jpg,bottom
5,140,162,0,6399,images/class_140/img_000014_bottom_orig162.jpg,bottom
6,141,163,0,6425,images/class_141/img_000000_bottom_orig163.jpg,bottom
6,142,164,0,6476,images/class_142/img_000007_bottom_orig164.jpg,bottom
6,143,165,0,6531,images/class_143/img_000020_bottom_orig165.jpg,bottom
6,144,167,0,6563,images/class_144/img_000006_bottom_orig167.jpg,bottom
6,145,169,0,6610,images/class_145/img_000009_bottom_orig169.jpg,bottom
6,146,170,0,6646,images/class_146/img_000004_bottom_orig170.jpg,bottom
6,147,171,0,6690,images/class_147/img_000007_bottom_orig171.jpg,bottom
6,148,172,0,6739,images/class_148/img_000011_bottom_orig172.jpg,bottom
6,149,173,0,6772,images/class_149/img_000002_bottom_orig173.jpg,bottom
6,150,174,0,6818,images/class_150/img_000005_bottom_orig174.jpg,bottom
7,151,175,0,6854,images/class_151/img_000001_bottom_orig175.jpg,bottom
7,152,176,0,6897,images/class_152/img_000002_bottom_orig176.jpg,bottom
7,153,177,0,6940,images/class_153/img_000005_bottom_orig177.jpg,bottom
7,154,179,0,6989,images/class_154/img_000007_bottom_orig179.jpg,bottom
7,155,180,0,7038,images/class_155/img_000014_bottom_orig180.jpg,bottom
7,156,181,0,7082,images/class_156/img_000015_bottom_orig181.jpg,bottom
7,157,182,0,7118,images/class_157/img_000000_bottom_orig182.jpg,bottom
7,158,183,0,7178,images/class_158/img_000014_bottom_orig183.jpg,bottom
7,159,184,0,7215,images/class_159/img_000004_bottom_orig184.jpg,bottom
7,160,185,0,7264,images/class_160/img_000005_bottom_orig185.jpg,bottom
8,161,186,0,7307,images/class_161/img_000005_bottom_orig186.jpg,bottom
8,162,187,0,7353,images/class_162/img_000004_bottom_orig187.jpg,bottom
