session,new_class_id,original_class_id,image_id,path,side
0,0,0,23,images/class_000/img_000023_top_orig000.jpg,top
0,0,0,12,images/class_000/img_000012_bottom_orig000.jpg,bottom
0,0,0,1,images/class_000/img_000001_bottom_orig000.jpg,bottom
0,0,0,29,images/class_000/img_000029_top_orig000.jpg,top
0,0,0,16,images/class_000/img_000016_bottom_orig000.jpg,bottom
0,0,0,22,images/class_000/img_000022_top_orig000.jpg,top
0,0,0,10,images/class_000/img_000010_bottom_orig000.jpg,bottom
0,0,0,37,images/class_000/img_000037_top_orig000.jpg,top
0,0,0,27,images/class_000/img_000027_top_orig000.jpg,top
0,0,0,40,images/class_000/img_000040_top_orig000.jpg,top
0,0,0,7,images/class_000/img_000007_bottom_orig000.jpg,bottom
0,0,0,17,images/class_000/img_000017_bottom_orig000.jpg,bottom
0,0,0,28,images/class_000/img_000028_top_orig000.jpg,top
0,0,0,34,images/class_000/img_000034_top_orig000.jpg,top
0,0,0,26,images/class_000/img_000026_top_orig000.jpg,top
0,0,0,4,images/class_000/img_000004_bottom_orig000.jpg,bottom
0,0,0,21,images/class_000/img_000021_top_orig000.jpg,top
0,0,0,9,images/class_000/img_000009_bottom_orig000.jpg,bottom
0,0,0,35,images/class_000/img_000035_top_orig000.jpg,top
0,0,0,11,images/class_000/img_000011_bottom_orig000.jpg,bottom
0,1,2,98,images/class_001/img_000057_top_orig002.jpg,top
0,1,2,75,images/class_001/img_000034_top_orig002.jpg,top
0,1,2,48,images/class_001/img_000007_bottom_orig002.jpg,bottom
0,1,2,51,images/class_001/img_000010_bottom_orig002.jpg,bottom
0,1,2,52,images/class_001/img_000011_bottom_orig002.jpg,bottom
0,1,2,46,images/class_001/img_000005_bottom_orig002.jpg,bottom
0,1,2,44,images/class_001/img_000003_bottom_orig002.jpg,bottom
0,1,2,95,images/class_001/img_000054_top_orig002.jpg,top
0,1,2,63,images/class_001/img_000022_bottom_orig002.jpg,bottom
0,1,2,77,images/class_001/img_000036_top_orig002.jpg,top
0,1,2,68,images/class_001/img_000027_top_orig002.jpg,top
0,1,2,88,images/class_001/img_000047_top_orig002.jpg,top
0,1,2,54,images/class_001/img_000013_bottom_orig002.jpg,bottom
0,1,2,92,images/class_001/img_000051_top_orig002.jpg,top
0,1,2,76,images/class_001/img_000035_top_orig002.jpg,top
0,1,2,82,images/class_001/img_000041_top_orig002.jpg,top
0,1,2,64,images/class_001/img_000023_top_orig002.jpg,top
0,1,2,43,images/class_001/img_000002_bottom_orig002.jpg,bottom
0,1,2,65,images/class_001/img_000024_top_orig002.jpg,top
0,1,2,67,images/class_001/img_000026_top_orig002.jpg,top
0,1,2,45,images/class_001/img_000004_bottom_orig002.jpg,bottom
0,1,2,69,images/class_001/img_000028_top_orig002.jpg,top
0,1,2,66,images/class_001/img_000025_top_orig002.jpg,top
0,1,2,57,images/class_001/img_000016_bottom_orig002.jpg,bottom
0,1,2,90,images/class_001/img_000049_top_orig002.jpg,top
