session,new_class_id,original_class_id,image_id,path,side
0,0,0,19,images/class_000/img_000019_top_orig000.jpg,top
0,0,0,13,images/class_000/img_000013_bottom_orig000.jpg,bottom
0,0,0,33,images/class_000/img_000033_top_orig000.jpg,top
0,0,0,38,images/class_000/img_000038_top_orig000.jpg,top
0,0,0,24,images/class_000/img_000024_top_orig000.jpg,top
0,0,0,0,images/class_000/img_000000_bottom_orig000.jpg,bottom
0,0,0,15,images/class_000/img_000015_bottom_orig000.jpg,bottom
0,0,0,25,images/class_000/img_000025_top_orig000.jpg,top
0,0,0,39,images/class_000/img_000039_top_orig000.jpg,top
0,0,0,18,images/class_000/img_000018_bottom_orig000.jpg,bottom
0,0,0,2,images/class_000/img_000002_bottom_orig000.jpg,bottom
0,0,0,36,images/class_000/img_000036_top_orig000.jpg,top
0,0,0,6,images/class_000/img_000006_bottom_orig000.jpg,bottom
0,0,0,5,images/class_000/img_000005_bottom_orig000.jpg,bottom
0,0,0,20,images/class_000/img_000020_top_orig000.jpg,top
0,0,0,30,images/class_000/img_000030_top_orig000.jpg,top
0,0,0,8,images/class_000/img_000008_bottom_orig000.jpg,bottom
0,0,0,31,images/class_000/img_000031_top_orig000.jpg,top
0,0,0,32,images/class_000/img_000032_top_orig000.jpg,top
0,0,0,14,images/class_000/img_000014_bottom_orig000.jpg,bottom
0,0,0,3,images/class_000/img_000003_bottom_orig000.jpg,bottom
0,1,2,83,images/class_001/img_000042_top_orig002.jpg,top
0,1,2,94,images/class_001/img_000053_top_orig002.jpg,top
0,1,2,73,images/class_001/img_000032_top_orig002.jpg,top
0,1,2,93,images/class_001/img_000052_top_orig002.jpg,top
0,1,2,89,images/class_001/img_000048_top_orig002.jpg,top
0,1,2,60,images/class_001/img_000019_bottom_orig002.jpg,bottom
0,1,2,79,images/class_001/img_000038_top_orig002.jpg,top
0,1,2,62,images/class_001/img_000021_bottom_orig002.jpg,bottom
0,1,2,59,images/class_001/img_000018_bottom_orig002.jpg,bottom
0,1,2,47,images/class_001/img_000006_bottom_orig002.jpg,bottom
0,1,2,42,images/class_001/img_000001_bottom_orig002.jpg,bottom
0,1,2,97,images/class_001/img_000056_top_orig002.jpg,top
0,1,2,50,images/class_001/img_000009_bottom_orig002.jpg,bottom
0,1,2,53,images/class_001/img_000012_bottom_orig002.jpg,bottom
0,1,2,72,images/class_001/img_000031_top_orig002.jpg,top
0,1,2,55,images/class_001/img_000014_bottom_orig002.jpg,bottom
0,1,2,80,images/class_001/img_000039_top_orig002.jpg,top
0,1,2,91,images/class_001/img_000050_top_orig002.jpg,top
0,1,2,81,images/class_001/img_000040_top_orig002.jpg,top
0,1,2,87,images/class_001/img_000046_top_orig002.jpg,top
0,1,2,71,images/class_001/img_000030_top_orig002.jpg,top
0,1,2,41,images/class_001/img_000000_bottom_orig002.jpg,bottom
0,1,2,58,images/class_001/img_000017_bottom_orig002.jpg,bottom
0,1,2,100,images/class_001/img_000059_top_orig002.jpg,top
0,1,2,61,images/class_001/img_000020_bottom_orig002.jpg,bottom
0,1,2,78,images/class_001/img_000037_top_orig002.jpg,top
0,1,2,56,images/class_001/img_000015_bottom_orig002.jpg,bottom
0,1,2,84,images/class_001/img_000043_top_orig002.jpg,top
0,1,2,74,images/class_001/img_000033_top_orig002.jpg,top
0,1,2,70,images/class_001/img_000029_top_orig002.jpg,top
0,2,3,142,images/class_002/img_000041_top_orig003.jpg,top
0,2,3,135,images/class_002/img_000034_top_orig003.jpg,top
0,2,3,111,images/class_002/img_000010_bottom_orig003.jpg,bottom
0,2,3,118,images/class_002/img_000017_bottom_orig003.jpg,bottom
0,2,3,103,images/class_002/img_000002_bottom_orig003.jpg,bottom
0,2,3,126,images/class_002/img_000025_top_orig003.jpg,top
0,2,3,121,images/class_002/img_000020_bottom_orig003.jpg,bottom
0,2,3,141,images/class_002/img_000040_top_orig003.jpg,top
0,2,3,130,images/class_002/img_000029_top_orig003.jpg,top
0,2,3,145,images/class_002/img_000044_top_orig003.jpg,top
0,2,3,149,images/class_002/img_000048_top_orig003.jpg,top
0,2,3,125,images/class_002/img_000024_bottom_orig003.jpg,bottom
0,2,3,131,images/class_002/img_000030_top_orig003.jpg,top
0,2,3,101,images/class_002/img_000000_bottom_orig003.jpg,bottom
0,2,3,117,images/class_002/img_000016_bottom_orig003.jpg,bottom
0,2,3,138,images/class_002/img_000037_top_orig003.jpg,top
0,2,3,115,images/class_002/img_000014_bottom_orig003.jpg,bottom
0,2,3,146,images/class_002/img_000045_top_orig003.jpg,top
0,2,3,105,images/class_002/img_000004_bottom_orig003.jpg,bottom
0,2,3,107,images/class_002/img_000006_bottom_orig003.jpg,bottom
0,2,3,150,images/class_002/img_000049_top_orig003.jpg,top
0,2,3,120,images/class_002/img_000019_bottom_orig003.jpg,bottom
0,2,3,129,images/class_002/img_000028_top_orig003.jpg,top
0,2,3,122,images/class_002/img_000021_bottom_orig003.jpg,bottom
0,2,3,113,images/class_002/img_000012_bottom_orig003.jpg,bottom
0,3,4,152,images/class_003/img_000001_bottom_orig004.jpg,bottom
0,3,4,158,images/class_003/img_000007_bottom_orig004.jpg,bottom
0,3,4,153,images/class_003/img_000002_bottom_orig004.jpg,bottom
0,3,4,172,images/class_003/img_000021_top_orig004.jpg,top
0,3,4,178,images/class_003/img_000027_top_orig004.jpg,top
0,3,4,162,images/class_003/img_000011_bottom_orig004.jpg,bottom
0,3,4,155,images/class_003/img_000004_bottom_orig004.jpg,bottom
0,3,4,164,images/class_003/img_000013_bottom_orig004.jpg,bottom
0,3,4,168,images/class_003/img_000017_bottom_orig004.jpg,bottom
0,3,4,186,images/class_003/img_000035_top_orig004.jpg,top
0,3,4,174,images/class_003/img_000023_top_orig004.jpg,top
0,3,4,173,images/class_003/img_000022_top_orig004.jpg,top
0,3,4,157,images/class_003/img_000006_bottom_orig004.jpg,bottom
0,3,4,182,images/class_003/img_000031_top_orig004.jpg,top
0,3,4,151,images/class_003/img_000000_bottom_orig004.jpg,bottom
0,3,4,175,images/class_003/img_000024_top_orig004.jpg,top
0,3,4,181,images/class_003/img_000030_top_orig004.jpg,top
0,3,4,187,images/class_003/img_000036_top_orig004.jpg,top
0,3,4,180,images/class_003/img_000029_top_orig004.jpg,top
0,3,4,161,images/class_003/img_000010_bottom_orig004.jpg,bottom
0,4,5,200,images/class_004/img_000009_bottom_orig005.jpg,bottom
0,4,5,228,images/class_004/img_000037_top_orig005.jpg,top
0,4,5,206,images/class_004/img_000015_bottom_orig005.jpg,bottom
0,4,5,215,images/class_004/img_000024_top_orig005.jpg,top
0,4,5,191,images/class_004/img_000000_bottom_orig005.jpg,bottom
0,4,5,212,images/class_004/img_000021_top_orig005.jpg,top
0,4,5,192,images/class_004/img_000001_bottom_orig005.jpg,bottom
0,4,5,204,images/class_004/img_000013_bottom_orig005.jpg,bottom
0,4,5,217,images/class_004/img_000026_top_orig005.jpg,top
0,4,5,201,images/class_004/img_000010_bottom_orig005.jpg,bottom
0,4,5,224,images/class_004/img_000033_top_orig005.jpg,top
0,4,5,211,images/class_004/img_000020_bottom_orig005.jpg,bottom
0,4,5,230,images/class_004/img_000039_top_orig005.jpg,top
0,4,5,222,images/class_004/img_000031_top_orig005.jpg,top
0,4,5,194,images/class_004/img_000003_bottom_orig005.jpg,bottom
0,4,5,219,images/class_004/img_000028_top_orig005.jpg,top
0,4,5,196,images/class_004/img_000005_bottom_orig005.jpg,bottom
0,4,5,208,images/class_004/img_000017_bottom_orig005.jpg,bottom
0,4,5,214,images/class_004/img_000023_top_orig005.jpg,top
0,4,5,231,images/class_004/img_000040_top_orig005.jpg,top
0,4,5,198,images/class_004/img_000007_bottom_orig005.jpg,bottom
0,5,6,237,images/class_005/img_000005_bottom_orig006.jpg,bottom
0,5,6,258,images/class_005/img_000026_top_orig006.jpg,top
0,5,6,250,images/class_005/img_000018_bottom_orig006.jpg,bottom
0,5,6,270,images/class_005/img_000038_top_orig006.jpg,top
0,5,6,253,images/class_005/img_000021_top_orig006.jpg,top
0,5,6,238,images/class_005/img_000006_bottom_orig006.jpg,bottom
0,5,6,233,images/class_005/img_000001_bottom_orig006.jpg,bottom
0,5,6,267,images/class_005/img_000035_top_orig006.jpg,top
0,5,6,264,images/class_005/img_000032_top_orig006.jpg,top
0,5,6,251,images/class_005/img_000019_bottom_orig006.jpg,bottom
0,5,6,234,images/class_005/img_000002_bottom_orig006.jpg,bottom
0,5,6,239,images/class_005/img_000007_bottom_orig006.jpg,bottom
0,5,6,247,images/class_005/img_000015_bottom_orig006.jpg,bottom
0,5,6,254,images/class_005/img_000022_top_orig006.jpg,top
0,5,6,255,images/class_005/img_000023_top_orig006.jpg,top
0,5,6,271,images/class_005/img_000039_top_orig006.jpg,top
0,5,6,241,images/class_005/img_000009_bottom_orig006.jpg,bottom
0,5,6,266,images/class_005/img_000034_top_orig006.jpg,top
0,5,6,249,images/class_005/img_000017_bottom_orig006.jpg,bottom
0,5,6,261,images/class_005/img_000029_top_orig006.jpg,top
0,6,7,287,images/class_006/img_000015_bottom_orig007.jpg,bottom
0,6,7,315,images/class_006/img_000043_top_orig007.jpg,top
0,6,7,293,images/class_006/img_000021_bottom_orig007.jpg,bottom
0,6,7,273,images/class_006/img_000001_bottom_orig007.jpg,bottom
0,6,7,301,images/class_006/img_000029_top_orig007.jpg,top
0,6,7,313,images/class_006/img_000041_top_orig007.jpg,top
0,6,7,274,images/class_006/img_000002_bottom_orig007.jpg,bottom
0,6,7,281,images/class_006/img_000009_bottom_orig007.jpg,bottom
0,6,7,278,images/class_006/img_000006_bottom_orig007.jpg,bottom
0,6,7,279,images/class_006/img_000007_bottom_orig007.jpg,bottom
0,6,7,311,images/class_006/img_000039_top_orig007.jpg,top
0,6,7,286,images/class_006/img_000014_bottom_orig007.jpg,bottom
0,6,7,300,images/class_006/img_000028_top_orig007.jpg,top
0,6,7,302,images/class_006/img_000030_top_orig007.jpg,top
0,6,7,276,images/class_006/img_000004_bottom_orig007.jpg,bottom
0,6,7,275,images/class_006/img_000003_bottom_orig007.jpg,bottom
0,6,7,305,images/class_006/img_000033_top_orig007.jpg,top
0,6,7,294,images/class_006/img_000022_bottom_orig007.jpg,bottom
0,6,7,299,images/class_006/img_000027_top_orig007.jpg,top
0,6,7,297,images/class_006/img_000025_top_orig007.jpg,top
0,6,7,310,images/class_006/img_000038_top_orig007.jpg,top
0,6,7,312,images/class_006/img_000040_top_orig007.jpg,top
0,6,7,280,images/class_006/img_000008_bottom_orig007.jpg,bottom
0,7,8,342,images/class_007/img_000024_top_orig008.jpg,top
0,7,8,336,images/class_007/img_000018_bottom_orig008.jpg,bottom
0,7,8,331,images/class_007/img_000013_bottom_orig008.jpg,bottom
0,7,8,327,images/class_007/img_000009_bottom_orig008.jpg,bottom
0,7,8,339,images/class_007/img_000021_top_orig008.jpg,top
0,7,8,357,images/class_007/img_000039_top_orig008.jpg,top
0,7,8,326,images/class_007/img_000008_bottom_orig008.jpg,bottom
